Trait,Indicator,H2r,pvalue
VOXEL_47_134_64,109.085,0.0238304,0.419116
VOXEL_47_134_65,108.66,0.0228269,0.433113
VOXEL_47_134_68,113.747,0.122838,0.159168
VOXEL_47_134_69,115.021,0.147642,0.138572
VOXEL_47_134_70,114.92,0.133545,0.123375
VOXEL_47_134_71,112.443,0.0965604,0.223755
VOXEL_47_134_72,114.732,0.149994,0.157568
VOXEL_47_134_73,112.122,0.093705,0.255949
VOXEL_47_134_106,125.666,0.393007,0.00479904
VOXEL_47_134_107,126.296,0.380077,0.00479904
VOXEL_47_134_108,124.997,0.297303,0.00839832
VOXEL_47_134_109,123.474,0.254078,0.0119976
VOXEL_47_135_67,108.217,0.0145177,0.439112
VOXEL_47_135_70,117.641,0.190017,0.0633873
VOXEL_47_135_71,118.416,0.209558,0.04979
VOXEL_47_135_72,117.208,0.185169,0.0775845
VOXEL_47_135_105,120.715,0.268282,0.039992
VOXEL_47_135_106,119.794,0.259537,0.0457908
VOXEL_47_135_107,119.188,0.244901,0.0409918
VOXEL_47_135_108,121.118,0.278457,0.0307938
VOXEL_47_135_111,129.364,0.460225,0.00259948
VOXEL_47_136_66,109.294,0.0317833,0.404319
VOXEL_47_136_67,112.629,0.103496,0.231954
VOXEL_47_136_68,115,0.156497,0.144371
VOXEL_47_136_69,117.094,0.149026,0.0711858
VOXEL_47_136_104,117.436,0.194699,0.10078
VOXEL_47_136_105,117.358,0.191252,0.104579
VOXEL_47_136_106,117.827,0.214173,0.0861828
VOXEL_47_136_107,118.859,0.235102,0.0567886
VOXEL_47_136_109,134.406,0.489719,0.00019996
VOXEL_47_136_110,129.049,0.439902,0.00119976
VOXEL_47_136_111,125.939,0.406073,0.0139972
VOXEL_47_137_64,107.51,0.000164856,0.467906
VOXEL_47_137_65,108.275,0.0146595,0.44951
VOXEL_47_137_68,110.049,0.0512057,0.329134
VOXEL_47_137_80,113.503,0.110569,0.175565
VOXEL_47_137_104,116.633,0.187952,0.118976
VOXEL_47_137_105,117.074,0.196921,0.107578
VOXEL_47_137_106,118.526,0.212099,0.0803839
VOXEL_47_137_107,131.646,0.389964,0.00119976
VOXEL_47_137_108,136.87,0.465811,0.00019996
VOXEL_47_137_109,135.424,0.489512,0.00019996
VOXEL_47_137_110,127.508,0.39874,0.004999
VOXEL_47_138_67,111.021,0.0606514,0.286343
VOXEL_47_138_68,107.564,0.00102102,0.465107
VOXEL_47_138_103,117.648,0.237607,0.0741852
VOXEL_47_138_104,113.306,0.130293,0.191162
VOXEL_47_138_105,111.971,0.0910167,0.270146
VOXEL_47_138_106,126.871,0.398471,0.0111978
VOXEL_47_138_107,130.971,0.439674,0.00219956
VOXEL_47_138_108,119.732,0.281123,0.0657868
VOXEL_47_138_109,132.645,0.410178,0.00019996
VOXEL_47_138_110,116.802,0.186719,0.0831834
VOXEL_47_139_67,109.3,0.0318096,0.387323
VOXEL_47_139_104,121.023,0.266297,0.0391922
VOXEL_47_139_105,120.642,0.25935,0.0419916
VOXEL_47_139_106,127.647,0.375419,0.00519896
VOXEL_47_139_107,130.805,0.437506,0.00479904
VOXEL_47_139_108,129.149,0.314097,0.00619876
VOXEL_47_139_109,121.919,0.21562,0.040192
VOXEL_47_140_75,124.948,0.286148,0.00439912
VOXEL_47_141_75,111.384,0.0555207,0.288742
VOXEL_47_141_113,116.132,0.162744,0.109778
VOXEL_47_141_114,112.989,0.124902,0.236953
VOXEL_47_142_80,108.367,0.018181,0.426915
VOXEL_47_142_94,113.155,0.087952,0.241152
VOXEL_47_142_95,116.758,0.134961,0.131174
VOXEL_47_142_114,112.12,0.0935673,0.276945
VOXEL_47_143_79,109.58,0.0324587,0.355529
VOXEL_47_143_83,112.216,0.0710157,0.25135
VOXEL_47_143_84,108.48,0.0197506,0.433913
VOXEL_47_143_85,116.697,0.175172,0.084783
VOXEL_47_143_86,126.143,0.374113,0.004999
VOXEL_47_143_87,114.715,0.107675,0.156569
VOXEL_47_143_88,112.719,0.094943,0.220756
VOXEL_47_143_93,107.427,0,1
VOXEL_47_143_94,112.83,0.106563,0.267147
VOXEL_47_143_95,113.737,0.0941812,0.235553
VOXEL_47_144_83,122.683,0.19469,0.0125975
VOXEL_47_144_84,108.235,0.0128887,0.443711
VOXEL_47_144_85,109.347,0.0442159,0.379524
VOXEL_47_144_86,124.054,0.351993,0.00819836
VOXEL_47_144_87,109.609,0.0386713,0.375325
VOXEL_47_144_88,112.384,0.0632853,0.242152
VOXEL_47_144_113,120.335,0.269312,0.0429914
VOXEL_47_145_76,117.562,0.163081,0.0775845
VOXEL_47_145_77,122.842,0.297916,0.0179964
VOXEL_47_145_90,112.552,0.106843,0.215957
VOXEL_47_145_113,126.267,0.39596,0.00679864
VOXEL_47_146_75,109.274,0.0325693,0.393521
VOXEL_47_146_76,110.653,0.0440098,0.311738
VOXEL_47_146_109,111.691,0.0804173,0.265947
VOXEL_47_146_113,124.508,0.313855,0.00879824
VOXEL_47_147_75,117.65,0.150746,0.10138
VOXEL_47_147_76,123.025,0.26252,0.0295941
VOXEL_47_147_91,122.696,0.215086,0.0139972
VOXEL_47_147_92,111.836,0.0778778,0.280544
VOXEL_47_147_109,112.143,0.0457611,0.243551
VOXEL_47_148_74,114.904,0.143386,0.134973
VOXEL_47_151_84,113.321,0.0863018,0.240152
VOXEL_47_153_85,120.724,0.236521,0.029994
VOXEL_47_153_87,108.909,0.0271884,0.39872
VOXEL_47_154_85,111.91,0.0741282,0.24935
VOXEL_47_154_86,111.011,0.0727978,0.304139
VOXEL_47_154_87,110.524,0.0651047,0.318536
VOXEL_47_155_99,113.042,0.119344,0.19756
VOXEL_47_157_100,110.89,0.0376627,0.319736
VOXEL_47_158_100,108.587,0.0229387,0.431114
VOXEL_47_158_103,117.229,0.144038,0.0681864
VOXEL_47_159_101,108.415,0.0189781,0.44791
VOXEL_47_159_102,114.897,0.129191,0.169566
VOXEL_47_160_100,122.635,0.246968,0.0423915
VOXEL_47_160_102,117.738,0.168903,0.124175
VOXEL_47_160_103,118.521,0.176326,0.0785843
VOXEL_48_56_104,113.069,0.101739,0.269946
VOXEL_48_56_105,111.03,0.074928,0.303539
VOXEL_48_57_104,109.511,0.0362471,0.388722
VOXEL_48_58_108,118.979,0.261778,0.0323935
VOXEL_48_58_109,119.787,0.307241,0.0403919
VOXEL_48_59_108,114.952,0.177151,0.133173
VOXEL_48_60_103,120.076,0.196842,0.0603879
VOXEL_48_61_101,115.503,0.133206,0.130774
VOXEL_48_61_104,115.086,0.121573,0.163767
VOXEL_48_61_106,115.629,0.120642,0.129374
VOXEL_48_61_107,111.155,0.0530515,0.306739
VOXEL_48_62_100,123.308,0.334333,0.0221956
VOXEL_48_62_102,111.473,0.0659685,0.270546
VOXEL_48_62_103,113.881,0.116536,0.162368
VOXEL_48_62_104,111.71,0.0854314,0.243151
VOXEL_48_62_105,118.077,0.181595,0.064787
VOXEL_48_62_106,114.799,0.111886,0.146971
VOXEL_48_62_107,113.718,0.0922735,0.190762
VOXEL_48_62_108,110.735,0.060871,0.316337
VOXEL_48_62_109,110.363,0.061232,0.324535
VOXEL_48_62_110,110.045,0.060805,0.356329
VOXEL_48_63_98,115.736,0.143227,0.162168
VOXEL_48_63_100,109.744,0.0347299,0.370526
VOXEL_48_63_102,107.877,0.0061555,0.454109
VOXEL_48_63_104,108.142,0.0130613,0.438512
VOXEL_48_63_105,114.252,0.124521,0.136573
VOXEL_48_63_107,116.678,0.152462,0.0941812
VOXEL_48_63_108,113.191,0.102038,0.204159
VOXEL_48_63_109,110.522,0.065109,0.329134
VOXEL_48_63_110,111.665,0.0845923,0.290942
VOXEL_48_63_111,111.164,0.0804165,0.320536
VOXEL_48_63_112,112.02,0.102034,0.275145
VOXEL_48_64_97,115.093,0.136604,0.183363
VOXEL_48_64_98,114.15,0.093133,0.179764
VOXEL_48_64_99,113.127,0.0731692,0.20076
VOXEL_48_64_100,108.354,0.0127104,0.430514
VOXEL_48_64_110,113.05,0.113409,0.245951
VOXEL_48_64_111,113.491,0.126809,0.231554
VOXEL_48_64_112,113.838,0.142676,0.215157
VOXEL_48_64_113,110.211,0.0688346,0.344931
VOXEL_48_65_96,115.95,0.156914,0.186363
VOXEL_48_65_97,122.051,0.191034,0.0413917
VOXEL_48_65_98,122.527,0.235807,0.020196
VOXEL_48_65_99,114.734,0.102595,0.153369
VOXEL_48_65_111,116.341,0.198706,0.160568
VOXEL_48_65_112,112.374,0.117112,0.254349
VOXEL_48_65_113,110.019,0.0611113,0.362328
VOXEL_48_65_114,111.045,0.0748466,0.315337
VOXEL_48_65_118,117.99,0.207071,0.0975805
VOXEL_48_66_95,109.371,0.0431398,0.390722
VOXEL_48_66_96,111.593,0.0722148,0.322136
VOXEL_48_66_97,123.162,0.199151,0.0141972
VOXEL_48_66_98,123.827,0.238843,0.0115977
VOXEL_48_66_113,112.635,0.122894,0.24795
VOXEL_48_66_114,115.755,0.168455,0.14817
VOXEL_48_66_115,127.133,0.355742,0.00519896
VOXEL_48_67_94,121.153,0.297193,0.0879824
VOXEL_48_67_96,118.305,0.155467,0.0685863
VOXEL_48_67_97,114.254,0.103048,0.161168
VOXEL_48_67_114,113.719,0.127458,0.191362
VOXEL_48_67_115,113.392,0.103655,0.234953
VOXEL_48_67_116,116.3,0.164966,0.10218
VOXEL_48_67_117,124.967,0.342526,0.0089982
VOXEL_48_68_94,114.502,0.147531,0.211758
VOXEL_48_68_96,113.036,0.0909389,0.19916
VOXEL_48_68_116,117.129,0.155465,0.142172
VOXEL_48_68_117,129.531,0.382565,0.0069986
VOXEL_48_69_93,111.326,0.0664612,0.327335
VOXEL_48_69_94,114.49,0.137796,0.192761
VOXEL_48_70_93,110.353,0.0418383,0.362727
VOXEL_48_71_91,115.382,0.119997,0.106979
VOXEL_48_71_92,123.688,0.257227,0.0377924
VOXEL_48_71_93,119.795,0.178015,0.090182
VOXEL_48_71_94,111.609,0.0597067,0.279744
VOXEL_48_71_95,115.022,0.118526,0.122176
VOXEL_48_72_91,108.854,0.0173743,0.403719
VOXEL_48_72_92,118.296,0.210298,0.060188
VOXEL_48_72_94,113.492,0.0898648,0.192561
VOXEL_48_72_95,113.431,0.0995882,0.165367
VOXEL_48_72_99,113.629,0.110455,0.136373
VOXEL_48_72_100,110.288,0.0505029,0.304339
VOXEL_48_73_90,114.903,0.10342,0.162967
VOXEL_48_73_91,113.602,0.0909603,0.192561
VOXEL_48_73_94,108.531,0.0166364,0.424315
VOXEL_48_73_100,120.85,0.19716,0.039992
VOXEL_48_74_91,114.897,0.0992223,0.172166
VOXEL_48_75_89,118.048,0.196409,0.110978
VOXEL_48_75_90,109.266,0.0175,0.403919
VOXEL_48_75_95,110.662,0.0664103,0.318136
VOXEL_48_75_96,114.515,0.150691,0.166167
VOXEL_48_76_95,112.016,0.108694,0.262947
VOXEL_48_76_96,115.459,0.184803,0.118376
VOXEL_48_76_98,111.363,0.0913878,0.277544
VOXEL_48_76_99,112.988,0.11802,0.207958
VOXEL_48_77_86,107.808,0.00467544,0.461908
VOXEL_48_77_91,110.438,0.0626808,0.344931
VOXEL_48_77_92,116.572,0.220216,0.124375
VOXEL_48_77_93,111.61,0.0913151,0.327135
VOXEL_48_77_94,129.412,0.302184,0.0123975
VOXEL_48_77_95,121.406,0.331132,0.030194
VOXEL_48_77_96,119.642,0.301923,0.0403919
VOXEL_48_77_97,115.63,0.193391,0.0837832
VOXEL_48_77_98,119.559,0.251538,0.034793
VOXEL_48_78_84,113.057,0.116994,0.227155
VOXEL_48_78_85,116.739,0.16592,0.0971806
VOXEL_48_78_92,121.754,0.383787,0.0657868
VOXEL_48_78_94,112.791,0.106909,0.254749
VOXEL_48_78_95,115.502,0.192613,0.137173
VOXEL_48_78_96,108.387,0.0213164,0.430114
VOXEL_48_78_130,108.161,0.0140132,0.457109
VOXEL_48_79_84,107.948,0.00812507,0.460308
VOXEL_48_79_94,111.501,0.0964572,0.30214
VOXEL_48_79_95,109.68,0.0414776,0.375725
VOXEL_48_80_95,115.159,0.12221,0.160368
VOXEL_48_80_96,116.141,0.141613,0.137373
VOXEL_48_81_96,123.526,0.283512,0.0145971
VOXEL_48_82_95,120.316,0.175099,0.0289942
VOXEL_48_82_96,119.374,0.158258,0.0421916
VOXEL_48_83_95,115.986,0.112672,0.134573
VOXEL_48_83_96,113.687,0.0850971,0.208758
VOXEL_48_84_95,115.727,0.107981,0.135573
VOXEL_48_84_96,118.002,0.149115,0.0707858
VOXEL_48_85_94,121.556,0.223688,0.0541892
VOXEL_48_85_95,121.571,0.215664,0.044991
VOXEL_48_85_132,110.223,0.054175,0.34813
VOXEL_48_85_140,108.474,0.0128445,0.435113
VOXEL_48_86_93,115.854,0.122473,0.154369
VOXEL_48_86_94,118.322,0.178929,0.106979
VOXEL_48_86_95,118.123,0.198516,0.107978
VOXEL_48_86_132,118.069,0.211499,0.112577
VOXEL_48_86_133,112.731,0.0979647,0.222755
VOXEL_48_87_93,111.63,0.0658851,0.29814
VOXEL_48_87_133,109.625,0.0381618,0.363527
VOXEL_48_87_137,111.111,0.0461605,0.314337
VOXEL_48_88_132,119.987,0.231242,0.0743851
VOXEL_48_88_133,122.468,0.246205,0.0141972
VOXEL_48_89_90,112.069,0.0672553,0.278944
VOXEL_48_89_91,108.716,0.019761,0.431314
VOXEL_48_89_132,132.678,0.402883,0.00439912
VOXEL_48_89_133,126.844,0.267119,0.0263947
VOXEL_48_90_89,111.74,0.0635745,0.295141
VOXEL_48_90_90,116.625,0.114017,0.131374
VOXEL_48_90_91,111.393,0.0623939,0.306939
VOXEL_48_90_132,128.636,0.289876,0.0167966
VOXEL_48_90_133,141.047,0.464001,0.00059988
VOXEL_48_91_132,130.555,0.359123,0.00619876
VOXEL_48_91_133,124.378,0.273551,0.024995
VOXEL_48_91_137,112.403,0.0969121,0.256149
VOXEL_48_92_132,125.326,0.386829,0.0169966
VOXEL_48_92_133,118.048,0.210459,0.0753849
VOXEL_48_92_136,118.831,0.216843,0.0505899
VOXEL_48_92_137,120.722,0.274126,0.0441912
VOXEL_48_92_142,114.036,0.097466,0.189762
VOXEL_48_93_87,106.27,0,1
VOXEL_48_93_132,113.389,0.133072,0.212358
VOXEL_48_93_135,134.016,0.461619,0.00079984
VOXEL_48_93_136,121.369,0.263303,0.0223955
VOXEL_48_93_137,112.743,0.105422,0.221556
VOXEL_48_93_141,112.145,0.0825569,0.260148
VOXEL_48_93_142,108.869,0.0245275,0.411118
VOXEL_48_94_85,108.724,0.022702,0.422316
VOXEL_48_94_86,109.819,0.0408201,0.361528
VOXEL_48_94_87,110.935,0.0557859,0.321936
VOXEL_48_94_132,121.72,0.265272,0.0381924
VOXEL_48_94_134,140.747,0.514426,0.00039992
VOXEL_48_94_135,132.307,0.458083,0.00319936
VOXEL_48_94_136,126.383,0.365671,0.00359928
VOXEL_48_94_140,114.245,0.159149,0.208558
VOXEL_48_95_67,107.879,0.00838953,0.461908
VOXEL_48_95_79,113.51,0.0735524,0.20236
VOXEL_48_95_80,117.824,0.140777,0.119376
VOXEL_48_95_81,123.97,0.313626,0.0345931
VOXEL_48_95_82,127.832,0.493571,0.0079984
VOXEL_48_95_84,117.138,0.210376,0.0907818
VOXEL_48_95_85,112.058,0.0893593,0.260748
VOXEL_48_95_133,141.225,0.534056,0.0009998
VOXEL_48_95_134,138.207,0.471536,0.00139972
VOXEL_48_95_135,135.313,0.442585,0.00279944
VOXEL_48_95_140,110.71,0.0727194,0.334933
VOXEL_48_96_68,108.649,0.0150651,0.434313
VOXEL_48_96_70,109.166,0.0369068,0.39852
VOXEL_48_96_71,112.85,0.121481,0.224955
VOXEL_48_96_72,113.739,0.117512,0.209158
VOXEL_48_96_73,117.976,0.189649,0.0959808
VOXEL_48_96_74,120.404,0.20268,0.055189
VOXEL_48_96_75,113.924,0.0816411,0.192162
VOXEL_48_96_76,109.243,0.015732,0.391522
VOXEL_48_96_77,108.213,0.00423659,0.445511
VOXEL_48_96_78,109.762,0.0236817,0.365927
VOXEL_48_96_79,116.121,0.109209,0.117976
VOXEL_48_96_80,121.295,0.199198,0.0637872
VOXEL_48_96_81,125.868,0.345034,0.0245951
VOXEL_48_96_82,119.536,0.295734,0.0517896
VOXEL_48_96_83,116.652,0.228635,0.10118
VOXEL_48_96_132,143.374,0.535755,0.00019996
VOXEL_48_96_133,143.387,0.580201,0.0009998
VOXEL_48_96_134,139.063,0.517767,0.0009998
VOXEL_48_96_136,111.695,0.0965349,0.277345
VOXEL_48_96_137,109.819,0.0478229,0.370926
VOXEL_48_96_138,110.983,0.0832786,0.329334
VOXEL_48_96_139,112.4,0.107554,0.272745
VOXEL_48_97_66,120.362,0.242299,0.0393921
VOXEL_48_97_67,116.175,0.176276,0.106179
VOXEL_48_97_68,114.104,0.105719,0.169566
VOXEL_48_97_82,121.512,0.329065,0.0371926
VOXEL_48_97_83,122.493,0.351447,0.0189962
VOXEL_48_97_84,120.286,0.285649,0.0429914
VOXEL_48_97_131,135.97,0.479827,0.00059988
VOXEL_48_97_132,141.791,0.549401,0.00059988
VOXEL_48_97_133,142.64,0.606124,0.00079984
VOXEL_48_97_134,137.325,0.451688,0.0069986
VOXEL_48_97_135,128.649,0.440735,0.0117976
VOXEL_48_97_136,112.017,0.0922102,0.274345
VOXEL_48_97_137,109.23,0.0319636,0.391122
VOXEL_48_97_139,111.696,0.0830939,0.283543
VOXEL_48_97_140,112.585,0.103506,0.257349
VOXEL_48_98_65,127.388,0.334454,0.00579884
VOXEL_48_98_66,121.256,0.218341,0.0431914
VOXEL_48_98_67,126.155,0.324599,0.004999
VOXEL_48_98_84,128.644,0.400961,0.00819836
VOXEL_48_98_131,132.92,0.4262,0.0009998
VOXEL_48_98_132,137.635,0.522367,0.00079984
VOXEL_48_98_133,137.842,0.477019,0.00279944
VOXEL_48_98_134,137.012,0.487539,0.00459908
VOXEL_48_98_135,132.926,0.427288,0.0039992
VOXEL_48_98_136,121.934,0.228161,0.0545891
VOXEL_48_98_137,109.531,0.0331149,0.366927
VOXEL_48_99_83,128.179,0.33353,0.00419916
VOXEL_48_99_84,130.577,0.317798,0.00319936
VOXEL_48_99_130,130.575,0.474589,0.0029994
VOXEL_48_99_131,132.6,0.537296,0.00139972
VOXEL_48_99_132,137.224,0.530781,0.00139972
VOXEL_48_99_134,138.677,0.570846,0.0039992
VOXEL_48_99_139,112.724,0.119089,0.237552
VOXEL_48_100_83,129.354,0.279156,0.00479904
VOXEL_48_100_84,126.744,0.267736,0.0107978
VOXEL_48_100_130,133.983,0.540084,0.00139972
VOXEL_48_100_131,132.693,0.50312,0.00219956
VOXEL_48_101_83,133.007,0.382516,0.00079984
VOXEL_48_101_84,129.377,0.34791,0.00219956
VOXEL_48_101_129,137.892,0.560801,0.00039992
VOXEL_48_101_130,136.155,0.521318,0.00119976
VOXEL_48_101_131,134.963,0.558003,0.00179964
VOXEL_48_101_139,113.742,0.129417,0.195961
VOXEL_48_102_83,136.296,0.474227,0.00039992
VOXEL_48_102_84,134.914,0.44788,0.00039992
VOXEL_48_102_129,140.864,0.52617,0.00039992
VOXEL_48_102_130,142.675,0.56953,0.00059988
VOXEL_48_102_139,115.778,0.150544,0.146171
VOXEL_48_103_83,135.942,0.366809,0.00059988
VOXEL_48_103_129,139.503,0.543316,0.00039992
VOXEL_48_103_130,137.532,0.538256,0.00059988
VOXEL_48_103_139,112.853,0.0942183,0.228354
VOXEL_48_104_82,120.722,0.18445,0.0263947
VOXEL_48_104_83,124.241,0.185689,0.0125975
VOXEL_48_104_128,140.977,0.56322,0.00019996
VOXEL_48_104_129,138.232,0.595096,0.00019996
VOXEL_48_104_142,122.816,0.26367,0.0171966
VOXEL_48_105_82,118.25,0.154169,0.0627874
VOXEL_48_105_83,116.407,0.137691,0.0975805
VOXEL_48_105_127,137.101,0.44288,0.00019996
VOXEL_48_105_128,136.56,0.485443,0.00079984
VOXEL_48_105_129,131.38,0.516054,0.00419916
VOXEL_48_106_81,124.623,0.276135,0.00919816
VOXEL_48_106_82,113.74,0.100406,0.176565
VOXEL_48_106_127,135.2,0.416009,0.00059988
VOXEL_48_106_128,134.008,0.500373,0.00119976
VOXEL_48_106_129,125.34,0.361342,0.0209958
VOXEL_48_107_81,124.87,0.335775,0.0107978
VOXEL_48_107_122,126.161,0.386089,0.0233953
VOXEL_48_107_126,133.119,0.426337,0.00079984
VOXEL_48_107_127,131.257,0.373254,0.00159968
VOXEL_48_107_128,128.309,0.374128,0.00939812
VOXEL_48_107_138,119.427,0.197253,0.0327934
VOXEL_48_107_139,115.295,0.152202,0.159568
VOXEL_48_107_141,117.422,0.200592,0.0631874
VOXEL_48_108_80,123.534,0.289654,0.0345931
VOXEL_48_108_81,132.695,0.500283,0.00519896
VOXEL_48_108_120,113.989,0.132694,0.189362
VOXEL_48_108_121,115.062,0.140762,0.186163
VOXEL_48_108_125,126.718,0.334368,0.0039992
VOXEL_48_108_126,132.583,0.367055,0.00079984
VOXEL_48_108_127,126.829,0.344275,0.0105979
VOXEL_48_108_128,126.054,0.32161,0.0135973
VOXEL_48_108_137,115.145,0.130694,0.158768
VOXEL_48_108_138,116.067,0.138988,0.0869826
VOXEL_48_109_78,111.949,0.0971543,0.263347
VOXEL_48_109_80,113.414,0.107638,0.212957
VOXEL_48_109_119,118.134,0.204088,0.0705859
VOXEL_48_109_120,116.534,0.16434,0.140972
VOXEL_48_109_125,131.461,0.376545,0.0009998
VOXEL_48_109_126,133.759,0.388908,0.0009998
VOXEL_48_109_127,126.014,0.384134,0.010198
VOXEL_48_109_137,114.888,0.152103,0.142771
VOXEL_48_109_138,119.524,0.191856,0.039792
VOXEL_48_110_77,124.897,0.322606,0.0177964
VOXEL_48_110_78,118.459,0.219311,0.079784
VOXEL_48_110_79,112.772,0.119873,0.228554
VOXEL_48_110_80,112.45,0.0932121,0.232354
VOXEL_48_110_117,130.528,0.347925,0.00139972
VOXEL_48_110_118,125.648,0.326034,0.0133973
VOXEL_48_110_119,122.147,0.254129,0.0303939
VOXEL_48_110_124,132.246,0.338358,0.00079984
VOXEL_48_110_125,134.156,0.379011,0.00059988
VOXEL_48_110_126,124.205,0.335078,0.0143971
VOXEL_48_110_127,124.124,0.349849,0.0169966
VOXEL_48_110_137,117.725,0.158368,0.0691862
VOXEL_48_110_138,119.103,0.171179,0.0439912
VOXEL_48_111_73,108.507,0.0174106,0.429514
VOXEL_48_111_74,115.108,0.162896,0.119976
VOXEL_48_111_75,124.78,0.325545,0.0125975
VOXEL_48_111_76,129.366,0.315115,0.00979804
VOXEL_48_111_77,139.029,0.4107,0.0009998
VOXEL_48_111_78,123.32,0.298656,0.0223955
VOXEL_48_111_79,119.406,0.258082,0.0569886
VOXEL_48_111_80,120.897,0.277488,0.0383923
VOXEL_48_111_116,133.047,0.391071,0.00159968
VOXEL_48_111_117,135.402,0.435115,0.00019996
VOXEL_48_111_118,133.726,0.416936,0.00019996
VOXEL_48_111_124,132.397,0.307346,0.00119976
VOXEL_48_111_125,129.73,0.314421,0.00179964
VOXEL_48_111_126,128.997,0.420381,0.00239952
VOXEL_48_111_136,118.402,0.154785,0.0583883
VOXEL_48_111_137,117.713,0.163312,0.0655869
VOXEL_48_112_61,111.655,0.0859361,0.281544
VOXEL_48_112_62,117.505,0.216052,0.0985803
VOXEL_48_112_63,121.335,0.314469,0.0871826
VOXEL_48_112_64,107.448,0,1
VOXEL_48_112_65,108.932,0.0244137,0.39992
VOXEL_48_112_66,112.325,0.085453,0.237552
VOXEL_48_112_68,119.415,0.291305,0.0375925
VOXEL_48_112_69,124.625,0.328325,0.0127974
VOXEL_48_112_70,118.173,0.208743,0.0659868
VOXEL_48_112_71,113.398,0.115509,0.173365
VOXEL_48_112_76,122.124,0.224045,0.0569886
VOXEL_48_112_79,126.845,0.380856,0.00979804
VOXEL_48_112_114,120.693,0.270373,0.05019
VOXEL_48_112_115,129.746,0.415472,0.00439912
VOXEL_48_112_116,136.596,0.463492,0.00059988
VOXEL_48_112_117,138.219,0.395363,0.00019996
VOXEL_48_112_124,133.833,0.323604,0.00039992
VOXEL_48_112_125,129.957,0.393047,0.00139972
VOXEL_48_112_126,129.604,0.449064,0.00179964
VOXEL_48_112_136,115.91,0.122886,0.112777
VOXEL_48_112_137,115.974,0.124934,0.110778
VOXEL_48_113_55,116.377,0.141589,0.0907818
VOXEL_48_113_56,108.463,0.0168076,0.433113
VOXEL_48_113_59,112.827,0.129737,0.246351
VOXEL_48_113_60,108.942,0.0319184,0.39852
VOXEL_48_113_61,109.384,0.0412929,0.370126
VOXEL_48_113_62,111.083,0.0689823,0.305339
VOXEL_48_113_79,117.059,0.169367,0.112977
VOXEL_48_113_113,123.778,0.284849,0.0405919
VOXEL_48_113_114,127.072,0.348492,0.0123975
VOXEL_48_113_115,131.907,0.384761,0.00219956
VOXEL_48_113_116,135.789,0.371243,0.00039992
VOXEL_48_113_123,134.473,0.334082,0.00039992
VOXEL_48_113_124,133.913,0.32858,0.00079984
VOXEL_48_113_125,131.576,0.406276,0.00079984
VOXEL_48_113_134,112.826,0.067974,0.254949
VOXEL_48_113_136,118.111,0.165177,0.132174
VOXEL_48_114_58,109.481,0.059259,0.424915
VOXEL_48_114_59,109.972,0.0597177,0.374725
VOXEL_48_114_79,120.602,0.269654,0.0509898
VOXEL_48_114_111,128.348,0.375443,0.014997
VOXEL_48_114_112,129.685,0.362175,0.00859828
VOXEL_48_114_113,131.024,0.311224,0.00219956
VOXEL_48_114_114,126.507,0.287417,0.010198
VOXEL_48_114_123,132.389,0.362585,0.0009998
VOXEL_48_114_124,132.16,0.368656,0.00159968
VOXEL_48_114_125,130.538,0.405351,0.00079984
VOXEL_48_114_136,126.149,0.362693,0.0217956
VOXEL_48_115_58,117.624,0.221444,0.156369
VOXEL_48_115_59,113.961,0.152767,0.187163
VOXEL_48_115_78,115.59,0.127999,0.142771
VOXEL_48_115_110,129.789,0.4109,0.00319936
VOXEL_48_115_111,133.167,0.42467,0.00059988
VOXEL_48_115_112,136.406,0.364443,0.00039992
VOXEL_48_115_113,130.174,0.4113,0.00219956
VOXEL_48_115_123,129.372,0.388556,0.0009998
VOXEL_48_115_124,128.534,0.390255,0.00519896
VOXEL_48_115_125,131.133,0.439407,0.0029994
VOXEL_48_115_135,134.86,0.503946,0.00259948
VOXEL_48_116_104,110.1,0.0353674,0.322136
VOXEL_48_116_108,138.465,0.383389,0.00019996
VOXEL_48_116_109,132.476,0.419361,0.00039992
VOXEL_48_116_110,130.54,0.450514,0.0009998
VOXEL_48_116_111,131.003,0.355532,0.0019996
VOXEL_48_116_123,127.464,0.37623,0.00519896
VOXEL_48_116_124,128.162,0.422436,0.00459908
VOXEL_48_116_125,127.811,0.427282,0.0079984
VOXEL_48_116_135,129.171,0.406066,0.0145971
VOXEL_48_117_103,109.058,0.0286864,0.405519
VOXEL_48_117_104,112.747,0.0781248,0.215957
VOXEL_48_117_106,137.195,0.425478,0.00019996
VOXEL_48_117_107,139.379,0.39917,0.00019996
VOXEL_48_117_108,139.638,0.458921,0.00019996
VOXEL_48_117_109,137.15,0.535919,0.00019996
VOXEL_48_117_110,131.372,0.4443,0.0009998
VOXEL_48_117_123,129.537,0.428925,0.00479904
VOXEL_48_117_124,129.777,0.457216,0.00379924
VOXEL_48_117_135,133.432,0.471139,0.00519896
VOXEL_48_118_53,115.775,0.191984,0.131374
VOXEL_48_118_84,113.997,0.13164,0.211358
VOXEL_48_118_104,128.218,0.298271,0.00519896
VOXEL_48_118_105,139.846,0.450015,0.00039992
VOXEL_48_118_106,141.361,0.415471,0.00019996
VOXEL_48_118_107,148.742,0.517987,0.00019996
VOXEL_48_118_108,147.667,0.528204,0.00019996
VOXEL_48_118_122,130.295,0.474757,0.00239952
