Trait,Indicator,H2r,pvalue
VOXEL_47_57_103,113.653,0.0783557,0.205959
VOXEL_47_57_104,114.932,0.0997169,0.15217
VOXEL_47_58_107,112.397,0.109151,0.217157
VOXEL_47_58_108,118.975,0.259599,0.0391922
VOXEL_47_59_106,109.905,0.0537629,0.337932
VOXEL_47_59_107,112.127,0.107294,0.24975
VOXEL_47_61_101,117.185,0.184452,0.0843831
VOXEL_47_61_102,116.177,0.151274,0.144771
VOXEL_47_62_100,120.221,0.283671,0.0513897
VOXEL_47_62_106,114.477,0.102428,0.139772
VOXEL_47_63_98,114.999,0.123353,0.162767
VOXEL_47_63_99,114.82,0.144923,0.167566
VOXEL_47_63_105,109.18,0.0305944,0.370926
VOXEL_47_63_106,114.042,0.108304,0.144171
VOXEL_47_63_107,114.477,0.106386,0.153769
VOXEL_47_63_108,116.458,0.15031,0.089782
VOXEL_47_63_109,112.505,0.102225,0.243951
VOXEL_47_64_97,121.217,0.220602,0.0343931
VOXEL_47_64_98,118.793,0.210741,0.080184
VOXEL_47_64_100,109.157,0.0271743,0.384523
VOXEL_47_64_105,107.82,0.00629304,0.456109
VOXEL_47_64_106,109.161,0.0301792,0.377524
VOXEL_47_64_107,111.677,0.0583726,0.264347
VOXEL_47_64_108,112.057,0.0762869,0.259348
VOXEL_47_64_109,113.327,0.126903,0.19756
VOXEL_47_64_110,113.515,0.1041,0.207159
VOXEL_47_64_111,115.228,0.162571,0.189762
VOXEL_47_65_96,117.165,0.186653,0.113777
VOXEL_47_65_97,120.32,0.246192,0.0553889
VOXEL_47_65_98,115.416,0.135334,0.114377
VOXEL_47_65_99,112.017,0.0721134,0.24955
VOXEL_47_65_101,112.312,0.102296,0.214157
VOXEL_47_65_102,110.155,0.056136,0.316537
VOXEL_47_65_103,108.229,0.0163765,0.432514
VOXEL_47_65_109,110.874,0.0552293,0.295341
VOXEL_47_65_110,115.094,0.15432,0.184163
VOXEL_47_65_111,115.386,0.180161,0.195961
VOXEL_47_65_112,117.686,0.226431,0.117177
VOXEL_47_65_113,112.89,0.127029,0.228954
VOXEL_47_66_95,111.11,0.0803282,0.29754
VOXEL_47_66_96,110.168,0.0518497,0.34793
VOXEL_47_66_97,121.782,0.188963,0.0229954
VOXEL_47_66_98,125.305,0.278115,0.00679864
VOXEL_47_66_99,117.557,0.174619,0.0585883
VOXEL_47_66_114,110.597,0.0662827,0.339532
VOXEL_47_67_93,113.154,0.114719,0.227954
VOXEL_47_67_94,112.678,0.113516,0.235953
VOXEL_47_67_96,116.576,0.162109,0.0929814
VOXEL_47_67_97,113.454,0.10081,0.184763
VOXEL_47_68_92,118.235,0.221411,0.094781
VOXEL_47_68_93,109.881,0.0489791,0.368126
VOXEL_47_68_94,109.345,0.0431571,0.387722
VOXEL_47_68_96,111.478,0.0779997,0.256149
VOXEL_47_68_97,110.841,0.0664865,0.317337
VOXEL_47_69_92,107.944,0.00981229,0.457509
VOXEL_47_69_93,107.998,0.0109381,0.468106
VOXEL_47_69_97,108.703,0.0254488,0.409518
VOXEL_47_70_91,113.105,0.0991676,0.222356
VOXEL_47_70_92,109.505,0.038399,0.382723
VOXEL_47_70_93,114.686,0.139806,0.166767
VOXEL_47_70_96,110.788,0.0615009,0.310138
VOXEL_47_70_97,111.714,0.0870603,0.265347
VOXEL_47_71_91,111.73,0.0672116,0.260748
VOXEL_47_71_95,114.579,0.130953,0.130374
VOXEL_47_71_96,114.893,0.142706,0.125575
VOXEL_47_71_97,115.039,0.155493,0.135973
VOXEL_47_72_91,115.411,0.102707,0.123175
VOXEL_47_72_95,114.224,0.118088,0.140372
VOXEL_47_72_96,115.016,0.134839,0.115977
VOXEL_47_72_97,116.939,0.161174,0.0887822
VOXEL_47_72_98,115.156,0.134686,0.15037
VOXEL_47_73_90,114.64,0.0999406,0.176965
VOXEL_47_73_91,108.389,0.00990699,0.425715
VOXEL_47_73_94,110.867,0.0527385,0.306939
VOXEL_47_73_95,114.445,0.105344,0.144571
VOXEL_47_73_96,118.494,0.150513,0.0567886
VOXEL_47_73_97,120.891,0.180478,0.0383923
VOXEL_47_73_98,114.268,0.100872,0.168966
VOXEL_47_74_90,110.77,0.0365411,0.314137
VOXEL_47_74_94,110.65,0.0532782,0.320536
VOXEL_47_74_95,111.414,0.0573,0.280144
VOXEL_47_74_96,112.638,0.0802042,0.216557
VOXEL_47_74_97,108.732,0.0202596,0.40232
VOXEL_47_74_98,108.863,0.0219662,0.402519
VOXEL_47_75_88,113.808,0.0894134,0.204759
VOXEL_47_75_90,109.843,0.0276175,0.386123
VOXEL_47_75_96,109.704,0.0487294,0.352929
VOXEL_47_75_101,113.818,0.133945,0.243951
VOXEL_47_76_91,114.561,0.113819,0.137972
VOXEL_47_76_94,118.212,0.13607,0.0679864
VOXEL_47_76_96,114.935,0.157265,0.129974
VOXEL_47_76_97,120.664,0.226151,0.0367926
VOXEL_47_76_101,111.753,0.0995053,0.308938
VOXEL_47_76_102,111.934,0.105398,0.318536
VOXEL_47_77_85,119.908,0.262219,0.0461908
VOXEL_47_77_86,111.72,0.0764088,0.270546
VOXEL_47_77_91,116.668,0.165881,0.106579
VOXEL_47_77_92,115.717,0.170513,0.137173
VOXEL_47_77_93,123.221,0.38567,0.0681864
VOXEL_47_77_94,124.162,0.240996,0.014797
VOXEL_47_77_95,124.03,0.271696,0.0217956
VOXEL_47_77_97,121.064,0.243111,0.015197
VOXEL_47_77_98,116.097,0.201079,0.084783
VOXEL_47_77_99,113.651,0.152666,0.192761
VOXEL_47_78_85,120.734,0.208913,0.0307938
VOXEL_47_78_86,109.84,0.0493768,0.365127
VOXEL_47_78_93,124.137,0.441983,0.05019
VOXEL_47_78_95,111.096,0.0750628,0.306339
VOXEL_47_78_96,109.106,0.0296515,0.39972
VOXEL_47_78_98,107.96,0.0097575,0.44811
VOXEL_47_79_96,114.46,0.0998914,0.181364
VOXEL_47_80_96,117.336,0.175192,0.0937812
VOXEL_47_80_97,115.73,0.150168,0.121376
VOXEL_47_80_98,115.39,0.135767,0.117576
VOXEL_47_80_137,116.17,0.176458,0.123775
VOXEL_47_81_96,120.277,0.239507,0.0289942
VOXEL_47_81_97,120.307,0.212445,0.025195
VOXEL_47_81_98,118.51,0.17405,0.0407918
VOXEL_47_82_96,114.552,0.103837,0.135173
VOXEL_47_82_97,111.269,0.0532064,0.258548
VOXEL_47_82_98,112.203,0.068117,0.211958
VOXEL_47_83_96,113.025,0.0824401,0.217556
VOXEL_47_83_97,117.54,0.155169,0.0791842
VOXEL_47_83_98,112.205,0.0712248,0.235753
VOXEL_47_84_96,117.118,0.164377,0.0859828
VOXEL_47_84_97,116.55,0.172996,0.0883823
VOXEL_47_85_96,113.003,0.104497,0.207958
VOXEL_47_85_97,115.244,0.167304,0.120376
VOXEL_47_85_130,116.435,0.174928,0.186363
VOXEL_47_86_94,121.139,0.209803,0.0521896
VOXEL_47_86_95,111.775,0.0736007,0.289542
VOXEL_47_86_96,111.396,0.080122,0.29774
VOXEL_47_86_132,116.613,0.200695,0.184563
VOXEL_47_87_93,110.295,0.0412867,0.356729
VOXEL_47_87_94,111.187,0.0675759,0.305139
VOXEL_47_87_131,107.846,0.00531472,0.473305
VOXEL_47_87_132,114.944,0.184193,0.217157
VOXEL_47_87_137,112.582,0.0542371,0.263147
VOXEL_47_87_138,110.62,0.0440078,0.316537
VOXEL_47_88_131,114.412,0.127733,0.209958
VOXEL_47_88_132,115.152,0.185449,0.196961
VOXEL_47_88_137,110.255,0.0325477,0.344731
VOXEL_47_89_92,108.736,0.0202204,0.421716
VOXEL_47_89_131,123.687,0.174812,0.0421916
VOXEL_47_89_132,114.752,0.145621,0.203159
VOXEL_47_89_136,109.703,0.0423672,0.374125
VOXEL_47_89_137,110.93,0.0586551,0.319736
VOXEL_47_90_90,112.673,0.0844913,0.238552
VOXEL_47_90_91,117.821,0.148823,0.0637872
VOXEL_47_90_131,109.17,0.0348356,0.407319
VOXEL_47_90_132,115.242,0.154342,0.189562
VOXEL_47_91_90,108.123,0.0102391,0.44891
VOXEL_47_91_91,108.356,0.0135097,0.439312
VOXEL_47_91_131,110.261,0.0547989,0.340532
VOXEL_47_91_132,112.982,0.135004,0.253549
VOXEL_47_92_130,109.513,0.0443107,0.383723
VOXEL_47_92_131,107.938,0.0089548,0.457309
VOXEL_47_92_132,110.096,0.072674,0.365927
VOXEL_47_93_87,110.324,0.0470514,0.327135
VOXEL_47_93_130,117.95,0.22928,0.134773
VOXEL_47_93_131,119.48,0.263574,0.119976
VOXEL_47_93_132,112.331,0.110855,0.241152
VOXEL_47_94_87,105.915,0,1
VOXEL_47_94_130,123.045,0.326506,0.0753849
VOXEL_47_94_131,120.927,0.309942,0.094981
VOXEL_47_94_142,107.967,0.0092218,0.455909
VOXEL_47_95_69,112.789,0.107897,0.227954
VOXEL_47_95_70,117.335,0.213717,0.123375
VOXEL_47_95_71,115.136,0.152027,0.197161
VOXEL_47_95_72,110.888,0.062793,0.327534
VOXEL_47_95_73,116.074,0.146061,0.185363
VOXEL_47_95_74,115.546,0.130652,0.219356
VOXEL_47_95_79,109.802,0.0324252,0.362527
VOXEL_47_95_80,110.752,0.0509642,0.338132
VOXEL_47_95_81,119.993,0.223772,0.0671866
VOXEL_47_95_82,124.926,0.414249,0.0107978
VOXEL_47_95_83,116.366,0.203351,0.109778
VOXEL_47_95_84,110.651,0.0704231,0.319136
VOXEL_47_95_85,110.085,0.0605494,0.339732
VOXEL_47_95_86,107.305,0,1
VOXEL_47_95_129,116.718,0.185912,0.144971
VOXEL_47_95_130,121.018,0.302695,0.0789842
VOXEL_47_95_140,110.431,0.0587323,0.321736
VOXEL_47_95_141,110.695,0.0655569,0.320536
VOXEL_47_95_142,107.113,0,1
VOXEL_47_96_66,115.745,0.153568,0.10058
VOXEL_47_96_67,117.287,0.178523,0.094981
VOXEL_47_96_68,109.204,0.029823,0.407918
VOXEL_47_96_69,111.151,0.0713374,0.296941
VOXEL_47_96_70,111.298,0.082573,0.30034
VOXEL_47_96_71,108.079,0.0121172,0.44831
VOXEL_47_96_72,113.198,0.118268,0.237552
VOXEL_47_96_73,114.084,0.114826,0.218156
VOXEL_47_96_74,117.078,0.136087,0.170366
VOXEL_47_96_82,115.766,0.202571,0.123575
VOXEL_47_96_83,108.739,0.0283449,0.411318
VOXEL_47_96_134,132.309,0.367053,0.00739852
VOXEL_47_96_142,111.995,0.0853606,0.270946
VOXEL_47_96_143,128.466,0.414885,0.00139972
VOXEL_47_97_66,123.451,0.29092,0.0133973
VOXEL_47_97_67,113.87,0.121079,0.162967
VOXEL_47_97_68,113.332,0.100657,0.215157
VOXEL_47_97_85,109.206,0.0404775,0.384923
VOXEL_47_97_128,109.418,0.0252349,0.379524
VOXEL_47_97_129,113.132,0.142927,0.24975
VOXEL_47_97_133,142.882,0.501453,0.00059988
VOXEL_47_97_134,139.68,0.436681,0.00179964
VOXEL_47_97_143,131.835,0.471674,0.00039992
VOXEL_47_98_66,124.478,0.244348,0.0109978
VOXEL_47_98_84,124.17,0.339759,0.0169966
VOXEL_47_98_85,121.191,0.292546,0.0411918
VOXEL_47_98_129,124.967,0.351838,0.0223955
VOXEL_47_98_132,138.488,0.480755,0.00239952
VOXEL_47_98_133,145.283,0.633821,0.00079984
VOXEL_47_98_135,137.129,0.453634,0.00059988
VOXEL_47_98_136,113.99,0.0908729,0.187163
VOXEL_47_98_143,126.888,0.354458,0.0121976
VOXEL_47_99_84,128.824,0.343577,0.00459908
VOXEL_47_99_85,127.207,0.347295,0.0163967
VOXEL_47_99_128,122.638,0.280497,0.0373925
VOXEL_47_99_131,133.367,0.424006,0.00259948
VOXEL_47_99_132,144.743,0.512613,0.00059988
VOXEL_47_99_133,145.841,0.414922,0.00119976
VOXEL_47_99_134,139.731,0.579634,0.00259948
VOXEL_47_99_135,137.021,0.43039,0.0009998
VOXEL_47_99_136,114.231,0.0912869,0.186563
VOXEL_47_100_84,125.724,0.287538,0.0117976
VOXEL_47_100_127,123.987,0.311148,0.0115977
VOXEL_47_100_128,121.86,0.285113,0.039992
VOXEL_47_100_131,139.029,0.516529,0.00059988
VOXEL_47_100_132,145.914,0.400295,0.0009998
VOXEL_47_100_133,146.369,0.438979,0.00059988
VOXEL_47_100_134,137.26,0.476516,0.00079984
VOXEL_47_100_135,133.022,0.36173,0.00219956
VOXEL_47_100_136,113.415,0.08785,0.215557
VOXEL_47_100_138,110.093,0.0555902,0.342132
VOXEL_47_101_84,129.396,0.356691,0.00459908
VOXEL_47_101_126,116.356,0.134581,0.10138
VOXEL_47_101_127,123.331,0.290329,0.0277944
VOXEL_47_101_130,133.917,0.462131,0.0029994
VOXEL_47_101_131,140.15,0.515294,0.00079984
VOXEL_47_101_132,145.148,0.459747,0.00079984
VOXEL_47_101_134,137.483,0.379026,0.00119976
VOXEL_47_101_135,128.846,0.269386,0.00719856
VOXEL_47_101_138,115.602,0.107146,0.15197
VOXEL_47_101_139,114.954,0.109932,0.173965
VOXEL_47_102_83,136.085,0.471494,0.00079984
VOXEL_47_102_84,130.888,0.409123,0.00539892
VOXEL_47_102_125,118.887,0.190915,0.0441912
VOXEL_47_102_126,116.903,0.13873,0.0991802
VOXEL_47_102_130,135.927,0.510062,0.00139972
VOXEL_47_102_131,133.309,0.414518,0.00459908
VOXEL_47_102_138,119.244,0.198662,0.090182
VOXEL_47_102_139,120.183,0.217483,0.0709858
VOXEL_47_102_142,109.949,0.0467781,0.346731
VOXEL_47_103_83,128.722,0.303422,0.0069986
VOXEL_47_103_84,129.609,0.324378,0.0059988
VOXEL_47_103_124,127.939,0.327382,0.00279944
VOXEL_47_103_125,123.97,0.273745,0.0207958
VOXEL_47_103_126,121.668,0.245971,0.0559888
VOXEL_47_103_129,132.245,0.480235,0.00179964
VOXEL_47_103_130,129.909,0.445806,0.00519896
VOXEL_47_103_131,128.608,0.38349,0.00459908
VOXEL_47_103_138,115.035,0.137693,0.161968
VOXEL_47_103_139,113.168,0.105284,0.206959
VOXEL_47_103_142,110.512,0.0531259,0.328134
VOXEL_47_104_83,123.112,0.21587,0.0225955
VOXEL_47_104_123,126.213,0.331961,0.00879824
VOXEL_47_104_124,133.867,0.461775,0.00079984
VOXEL_47_104_125,127.994,0.320435,0.0121976
VOXEL_47_104_129,129.385,0.479634,0.00579884
VOXEL_47_104_130,127.635,0.380217,0.00619876
VOXEL_47_104_139,114.33,0.11481,0.184963
VOXEL_47_104_142,117.806,0.205612,0.0889822
VOXEL_47_105_82,112.388,0.088745,0.255549
VOXEL_47_105_83,113.038,0.0930112,0.221156
VOXEL_47_105_122,129.037,0.420155,0.00479904
VOXEL_47_105_123,123.847,0.297783,0.0257948
VOXEL_47_105_129,124.179,0.329117,0.0157968
VOXEL_47_105_130,121.066,0.273051,0.0329934
VOXEL_47_105_141,116.613,0.153988,0.0975805
VOXEL_47_106_81,121.127,0.241665,0.0615877
VOXEL_47_106_82,117.011,0.124809,0.136173
VOXEL_47_106_120,121.959,0.232623,0.0259948
VOXEL_47_106_121,125.011,0.319804,0.0117976
VOXEL_47_106_122,123.257,0.367808,0.0185963
VOXEL_47_106_123,128.388,0.357011,0.0089982
VOXEL_47_106_128,126.625,0.361258,0.0173965
VOXEL_47_106_129,123.094,0.30055,0.0295941
VOXEL_47_106_138,126.285,0.282455,0.00779844
VOXEL_47_106_141,121.42,0.237154,0.0269946
VOXEL_47_107_81,121.437,0.278926,0.0545891
VOXEL_47_107_119,124.018,0.219674,0.0143971
VOXEL_47_107_120,124.312,0.279065,0.00759848
VOXEL_47_107_121,121.497,0.254656,0.0261948
VOXEL_47_107_128,123.873,0.319214,0.0283943
VOXEL_47_107_129,122.843,0.313964,0.0373925
VOXEL_47_107_137,123.873,0.232397,0.015197
VOXEL_47_107_138,122.133,0.218268,0.0245951
VOXEL_47_107_140,120.799,0.246121,0.0233953
VOXEL_47_108_80,114.681,0.121142,0.190362
VOXEL_47_108_81,119.384,0.233409,0.0983803
VOXEL_47_108_118,123.645,0.209134,0.0183963
VOXEL_47_108_119,124.204,0.210556,0.0119976
VOXEL_47_108_120,124.574,0.254016,0.0129974
VOXEL_47_108_127,121.644,0.286424,0.0395921
VOXEL_47_108_128,120.362,0.270765,0.0521896
VOXEL_47_108_137,114.256,0.120192,0.173965
VOXEL_47_109_77,112.387,0.0922855,0.261548
VOXEL_47_109_80,109.711,0.0418013,0.368726
VOXEL_47_109_116,129.931,0.325905,0.00379924
VOXEL_47_109_117,127.486,0.278604,0.00439912
VOXEL_47_109_118,125.849,0.230384,0.00739852
VOXEL_47_109_119,124.774,0.268691,0.0167966
VOXEL_47_109_127,118.938,0.26212,0.0785843
VOXEL_47_109_128,118.721,0.233632,0.0731854
VOXEL_47_109_136,121.268,0.26941,0.0413917
VOXEL_47_109_137,112.586,0.097588,0.234753
VOXEL_47_110_73,114.186,0.140847,0.144571
VOXEL_47_110_74,120.392,0.253503,0.0379924
VOXEL_47_110_75,135.31,0.516262,0.00059988
VOXEL_47_110_76,133.569,0.44548,0.00039992
VOXEL_47_110_77,126.812,0.277618,0.00779844
VOXEL_47_110_78,119.109,0.239671,0.0779844
VOXEL_47_110_79,108.921,0.0321151,0.402919
VOXEL_47_110_80,108.326,0.0175691,0.437113
VOXEL_47_110_115,126.775,0.269081,0.0105979
VOXEL_47_110_116,126.47,0.250937,0.00939812
VOXEL_47_110_117,124.003,0.237588,0.0205959
VOXEL_47_110_126,122.299,0.327448,0.0343931
VOXEL_47_110_127,121.655,0.308332,0.0339932
VOXEL_47_110_136,111.965,0.0880559,0.244751
VOXEL_47_110_137,119.403,0.142439,0.0433913
VOXEL_47_111_58,111.608,0.071455,0.273145
VOXEL_47_111_59,116.328,0.173288,0.120176
VOXEL_47_111_61,119.257,0.228616,0.10098
VOXEL_47_111_62,118.6,0.25831,0.126575
VOXEL_47_111_69,108.884,0.0271444,0.40052
VOXEL_47_111_70,113.756,0.139208,0.163967
VOXEL_47_111_71,117.229,0.21277,0.0677864
VOXEL_47_111_72,112.952,0.112855,0.19936
VOXEL_47_111_73,112.294,0.0985337,0.233153
VOXEL_47_111_74,118.486,0.24125,0.0589882
VOXEL_47_111_76,123.013,0.283583,0.0331934
VOXEL_47_111_77,134.14,0.395152,0.00139972
VOXEL_47_111_80,112.814,0.0633979,0.19756
VOXEL_47_111_113,116.198,0.163538,0.174765
VOXEL_47_111_114,122.408,0.289074,0.0375925
VOXEL_47_111_115,124.543,0.335775,0.0167966
VOXEL_47_111_126,124.401,0.350895,0.0161968
VOXEL_47_111_127,123.644,0.333726,0.0195961
VOXEL_47_111_136,108.011,0.00935559,0.460108
VOXEL_47_111_137,117.123,0.142137,0.0855829
VOXEL_47_112_58,114.718,0.130379,0.214157
VOXEL_47_112_59,115.534,0.184298,0.203159
VOXEL_47_112_60,118.494,0.283057,0.154369
VOXEL_47_112_61,112.982,0.11856,0.234353
VOXEL_47_112_62,133.013,0.58497,0.00879824
VOXEL_47_112_66,108.955,0.0268449,0.406919
VOXEL_47_112_68,116.452,0.185341,0.125975
VOXEL_47_112_69,121.875,0.280552,0.0303939
VOXEL_47_112_70,122.625,0.301427,0.0231954
VOXEL_47_112_71,116.67,0.16386,0.0655869
VOXEL_47_112_79,109.088,0.0243659,0.396121
VOXEL_47_112_112,120.166,0.190114,0.123175
VOXEL_47_112_113,121.51,0.229632,0.0805839
VOXEL_47_112_114,119.166,0.220095,0.0763847
VOXEL_47_112_126,127.217,0.382419,0.0069986
VOXEL_47_112_127,122.9,0.29654,0.0193961
VOXEL_47_112_136,117.884,0.160198,0.0735853
VOXEL_47_113_54,123.491,0.371566,0.015197
VOXEL_47_113_79,109.49,0.031697,0.391522
VOXEL_47_113_111,127.682,0.308925,0.0271946
VOXEL_47_113_112,121.405,0.25023,0.0771846
VOXEL_47_113_113,122.779,0.273985,0.0445911
VOXEL_47_113_125,131.47,0.424964,0.00039992
VOXEL_47_113_126,128.465,0.395678,0.00339932
VOXEL_47_113_136,131.294,0.428411,0.0029994
VOXEL_47_114_79,117.143,0.152522,0.127175
VOXEL_47_114_110,131.42,0.447688,0.0029994
VOXEL_47_114_111,124.874,0.334277,0.0313937
VOXEL_47_114_112,130.46,0.326056,0.00919816
VOXEL_47_114_125,129.895,0.421977,0.00259948
VOXEL_47_114_126,129.24,0.405255,0.00219956
VOXEL_47_114_136,125.673,0.342595,0.0121976
VOXEL_47_115_78,110.239,0.0441998,0.346131
VOXEL_47_115_104,107.753,0.00270265,0.462308
VOXEL_47_115_108,135.738,0.459634,0.00059988
VOXEL_47_115_109,129.598,0.385948,0.00079984
VOXEL_47_115_110,128.992,0.410762,0.00179964
VOXEL_47_115_111,129.294,0.333128,0.00539892
VOXEL_47_115_125,128.172,0.414331,0.0079984
VOXEL_47_115_135,129.049,0.377004,0.00979804
VOXEL_47_116_106,124.508,0.279328,0.0331934
VOXEL_47_116_107,131.223,0.362109,0.00159968
VOXEL_47_116_108,134.103,0.39582,0.00059988
VOXEL_47_116_109,132.955,0.456234,0.00119976
VOXEL_47_116_124,127.818,0.413153,0.010198
VOXEL_47_116_125,128.741,0.418014,0.00659868
VOXEL_47_116_136,121.66,0.305145,0.0617876
VOXEL_47_117_105,135.11,0.373217,0.00079984
VOXEL_47_117_106,132.421,0.346062,0.0009998
VOXEL_47_117_107,135.305,0.421516,0.00039992
VOXEL_47_117_124,129.794,0.434939,0.00759848
VOXEL_47_117_125,124.955,0.322698,0.0231954
VOXEL_47_117_136,116.891,0.206525,0.163967
VOXEL_47_118_77,113.698,0.153793,0.221556
VOXEL_47_118_83,108.901,0.0269958,0.420716
VOXEL_47_118_84,115.349,0.166554,0.15077
VOXEL_47_118_85,111.194,0.0716279,0.303939
VOXEL_47_118_105,134.891,0.428143,0.00219956
VOXEL_47_118_106,134.625,0.372494,0.0009998
VOXEL_47_118_123,126.246,0.365412,0.0121976
VOXEL_47_118_124,127.375,0.37774,0.0131974
VOXEL_47_118_136,123.37,0.357475,0.0555889
VOXEL_47_119_77,113.283,0.125754,0.204959
VOXEL_47_119_84,105.956,0,1
VOXEL_47_119_104,134.284,0.401359,0.00059988
VOXEL_47_119_123,125.629,0.346944,0.0089982
VOXEL_47_119_124,125.432,0.319587,0.0187962
VOXEL_47_119_134,129.259,0.398703,0.00739852
VOXEL_47_120_76,112.578,0.135706,0.256549
VOXEL_47_120_77,116.302,0.198073,0.139572
VOXEL_47_120_103,122.461,0.207615,0.0213957
VOXEL_47_120_104,130.241,0.342236,0.00139972
VOXEL_47_120_123,127.666,0.357584,0.00179964
VOXEL_47_120_133,110.291,0.0384942,0.334133
VOXEL_47_120_134,113.968,0.158454,0.325135
VOXEL_47_121_76,115.129,0.179136,0.173365
VOXEL_47_121_103,115.503,0.114791,0.130374
VOXEL_47_121_122,131.638,0.401835,0.00039992
VOXEL_47_121_123,129.689,0.332938,0.0009998
VOXEL_47_121_134,109.935,0.0576326,0.39772
VOXEL_47_122_76,116.558,0.142918,0.123975
VOXEL_47_122_102,118.692,0.209482,0.065187
VOXEL_47_122_121,128.321,0.318803,0.00179964
VOXEL_47_122_122,131.694,0.366365,0.00039992
VOXEL_47_122_135,114.951,0.176519,0.186763
VOXEL_47_123_76,115.329,0.12066,0.14817
VOXEL_47_123_101,123.925,0.252743,0.0145971
VOXEL_47_123_102,118.728,0.174451,0.0721856
VOXEL_47_123_121,130.309,0.348089,0.00039992
VOXEL_47_123_135,114.98,0.15049,0.191362
VOXEL_47_123_136,116.389,0.270474,0.292542
VOXEL_47_124_100,120.251,0.211334,0.0403919
VOXEL_47_124_101,113.033,0.0953972,0.240552
VOXEL_47_124_120,126.51,0.277174,0.00119976
VOXEL_47_124_121,128.02,0.285184,0.00019996
VOXEL_47_124_131,121.882,0.299121,0.0119976
VOXEL_47_124_136,112.986,0.0893441,0.240552
VOXEL_47_125_99,128.653,0.291689,0.00479904
VOXEL_47_125_100,119.225,0.188703,0.0609878
VOXEL_47_125_119,121.201,0.210526,0.014997
VOXEL_47_125_120,125.495,0.256627,0.00219956
VOXEL_47_125_136,115.175,0.112601,0.15017
VOXEL_47_126_76,110.577,0.0755833,0.35193
VOXEL_47_126_97,127.626,0.331142,0.00979804
VOXEL_47_126_98,132.75,0.322728,0.00419916
VOXEL_47_126_99,124.145,0.222626,0.0387922
VOXEL_47_126_119,121.094,0.185699,0.0161968
VOXEL_47_127_75,112.142,0.114229,0.290342
VOXEL_47_127_76,113.62,0.154439,0.240352
VOXEL_47_127_77,111.027,0.0906426,0.305939
VOXEL_47_127_96,122.392,0.296536,0.0235953
VOXEL_47_127_97,126.406,0.335719,0.0123975
VOXEL_47_127_98,123.692,0.28399,0.0279944
VOXEL_47_127_118,115.708,0.115054,0.109978
VOXEL_47_127_119,120.22,0.169727,0.0259948
VOXEL_47_128_75,117.166,0.246213,0.139972
VOXEL_47_128_76,114.389,0.185361,0.222156
VOXEL_47_128_77,115.479,0.191326,0.133973
VOXEL_47_128_94,129.377,0.498111,0.0119976
VOXEL_47_128_95,121.42,0.359924,0.045191
VOXEL_47_128_96,124.834,0.418444,0.0117976
VOXEL_47_128_97,129.56,0.396769,0.00579884
VOXEL_47_128_117,109.415,0.0345507,0.387123
VOXEL_47_128_118,110.903,0.0498333,0.315137
VOXEL_47_129_75,123.292,0.314493,0.0181964
VOXEL_47_129_76,116.654,0.22531,0.126375
VOXEL_47_129_77,111.743,0.115391,0.322935
VOXEL_47_129_93,122.282,0.299913,0.0195961
VOXEL_47_129_94,127.926,0.434188,0.00979804
VOXEL_47_129_95,134.112,0.571806,0.00379924
VOXEL_47_130_74,112.274,0.0543327,0.246351
VOXEL_47_130_75,117.939,0.171421,0.0619876
VOXEL_47_130_76,117.912,0.182103,0.103579
VOXEL_47_130_77,109.478,0.0471022,0.402919
VOXEL_47_130_79,112.029,0.0791916,0.254749
VOXEL_47_130_80,108.775,0.0273166,0.421116
VOXEL_47_130_89,110.265,0.0488076,0.336533
VOXEL_47_130_92,112.202,0.0937316,0.242352
VOXEL_47_130_93,112.096,0.0924812,0.25175
VOXEL_47_131_72,118.604,0.17393,0.0667866
VOXEL_47_131_73,119.542,0.202626,0.0679864
VOXEL_47_131_74,115.764,0.15119,0.166167
VOXEL_47_131_75,121.844,0.229121,0.0327934
VOXEL_47_131_76,115.266,0.137102,0.185763
VOXEL_47_131_82,114.402,0.160557,0.171566
VOXEL_47_131_83,116.624,0.193683,0.122775
VOXEL_47_131_85,123.036,0.199343,0.0243951
VOXEL_47_131_86,125.557,0.26021,0.0127974
VOXEL_47_131_87,118.676,0.146014,0.0713857
VOXEL_47_131_88,114.393,0.127542,0.168166
VOXEL_47_131_115,113.19,0.117063,0.174165
VOXEL_47_131_116,108.972,0.0324061,0.397321
VOXEL_47_132_71,119.089,0.240743,0.0737852
VOXEL_47_132_72,115.044,0.146925,0.152969
VOXEL_47_132_73,117.088,0.20336,0.105979
VOXEL_47_132_74,118.377,0.225654,0.0981804
VOXEL_47_132_75,115.674,0.148772,0.180964
VOXEL_47_132_113,123.862,0.351939,0.0089982
VOXEL_47_132_114,119.076,0.245478,0.0415917
VOXEL_47_132_115,115.424,0.171458,0.0977804
VOXEL_47_133_63,112.145,0.0952078,0.265747
VOXEL_47_133_69,110.589,0.0561189,0.334533
VOXEL_47_133_70,112.001,0.0955091,0.265347
VOXEL_47_133_71,109.584,0.0455169,0.369926
VOXEL_47_133_72,109.23,0.0373885,0.389922
VOXEL_47_133_73,116.892,0.221622,0.123175
VOXEL_47_133_74,117.32,0.202837,0.116177
VOXEL_47_133_107,125.178,0.304448,0.00359928
VOXEL_47_133_108,126.394,0.33765,0.0029994
VOXEL_47_133_112,130.017,0.442172,0.00039992
VOXEL_47_133_113,127.36,0.405405,0.00239952
